"id";"parent_id:id";"code";"name";"type";;;;"le";"description"
"kp_rrif_699";"kp_rrif_69";"699";"Vrijednosno usklaðenje dugotrajne imovine namijenjena prodaji";"view";3;;;61;
"kp_rrif_7";"kp_rrif";"7";"POKRIÆE RASHODA I PRIHODI RAZDOBLJA";"view";1;;;35;
"kp_rrif_70";"kp_rrif_7";"70";"TROŠKOVI PRODANIH ZALIHA PROIZVODA I USLUGA";"view";2;;;43;
"kp_rrif_700";"kp_rrif_70";"700";"Trošak zaliha prodanih proizvoda (60, 62, 63 i 64)";"view";3;;;50;
"kp_rrif_701";"kp_rrif_70";"701";"Troškovi realiziranih usluga (490 i 601)";"view";3;;;40;
"kp_rrif_702";"kp_rrif_70";"702";"Troškovi neiskorištenog kapaciteta (HSFI t. 10.18. i MRS 2 t. 13)";"view";3;;;65;
"kp_rrif_703";"kp_rrif_70";"703";"Troškovi prodanih zaliha materijala i otpadaka (31, 32, 35 i 36)";"view";3;;;64;
"kp_rrif_7030";"kp_rrif_703";"7030";"Troškovi nabavne vrijednosti materijala, dijelova, inventara i otpadaka";"view";4;;;71;
"kp_rrif_7031";"kp_rrif_703";"7031";"Troškovi manjkova materijala, dijelova i inventara kojom se tereti odgovorna osoba";"view";4;;;82;
"kp_rrif_704";"kp_rrif_70";"704";"Rashodi zaliha proizvodnje (HSFI 10 i MRS 2)";"view";3;;;44;
"kp_rrif_7040";"kp_rrif_704";"7040";"Dopušteni manjkovi -porezno priznati- tehnološki KRL i škart u proizvodnji (sa skupina 60, 62, 63 i 64)";"view";4;;;103;"Dopušteni manjkovi - tehnološki kalo, rastep, kvar i lom i škart u proizvodnji (sa skupina 60, 62, 63 i 64) - porezno priznati"
"kp_rrif_7041";"kp_rrif_704";"7041";"Prekomjerni manjkovi-porezno priznati teh.KRL i škart u proiz.(60,62,63i64 -HSFI t10.21. i MRS2,t14)";"view";4;;;100;"Prekomjerni manjkovi - tehnološki kalo, rastep, kvar, lom i škart u proizvodnji (60, 62, 63 i 64 - HSFI t. 10.21. i MRS 2, t. 14.) a porezno dopušteni po oèevidu i sl. - porezno priznati"
"kp_rrif_7042";"kp_rrif_704";"7042";"Prekomjerni manjkovi proizvoda (HSFI t. 10.2. i MRS 2, t. 16.) - porezno nepriznati";"view";4;;;83;
"kp_rrif_7043";"kp_rrif_704";"7043";"Razlika višeg troška proizvodnje od neto-vrij. koja se može realizirati (HSFIt.10.35. i MRS2t.28.-33.)";"view";4;;;102;"Razlika višeg troška proizvodnje od neto-vrijednosti koja se može realizirati (HSFI t. 10.35. i MRS 2, t. 28. do 33.)"
"kp_rrif_7044";"kp_rrif_704";"7044";"Troškovi isporuèenih proizvoda u jamstvenom roku (zamjena)";"view";4;;;58;
"kp_rrif_705";"kp_rrif_70";"705";"Greškom neiskazani rashodi proteklih razdoblja";"view";3;;;46;
"kp_rrif_706";"kp_rrif_70";"706";"Gubitci iz ugovora o izgradnj (MRS 11, t. 36.)";"view";3;;;46;
"kp_rrif_707";"kp_rrif_70";"707";"Troškovi iz ugovora o ortaštvu";"view";3;;;30;
"kp_rrif_708";"kp_rrif_70";"708";"Troškovi vrijed. uskl. proizvod. u tijeku(609), poluproizvoda(629) i zaliha got. proizvoda (639 i 649)";"view";3;;;102;"Troškovi vrijednosnog usklaðenja proizvodnje u tijeku (609), poluproizvoda (629) i zaliha gotovih proizvoda (639 i 649)"
"kp_rrif_71";"kp_rrif_7";"71";"TROŠKOVI PRODANE ROBE";"view";2;;;21;
"kp_rrif_710";"kp_rrif_71";"710";"Nabavna vrijednost prodane robe";"view";3;;;31;
"kp_rrif_7100";"kp_rrif_710";"7100";"Trošak prodane robe u tuzemstvu";"view";4;;;31;
"kp_rrif_7101";"kp_rrif_710";"7101";"Trošak prodane robe u inozemstvu";"view";4;;;32;
"kp_rrif_7102";"kp_rrif_710";"7102";"Troškovi prodane robe u tranzitu";"view";4;;;32;
"kp_rrif_7103";"kp_rrif_710";"7103";"Trošak prodane robe u poslov. jed.";"view";4;;;34;
"kp_rrif_711";"kp_rrif_71";"711";"Nabavna vrijednost prodanih nekretnina i umjetnina";"view";3;;;50;
"kp_rrif_712";"kp_rrif_71";"712";"Troškovi dugotr. imov. namijenjeni prodaji";"view";3;;;42;
"kp_rrif_713";"kp_rrif_71";"713";"Troškovi kala, rastepa, kvara i loma na robi i otpisi robe";"view";3;;;58;
"kp_rrif_7130";"kp_rrif_713";"7130";"Kalo, rastep, kvar i lom u dopuštenoj visini prema Pravilniku HGK - porezno priznati";"view";4;;;84;
"kp_rrif_7131";"kp_rrif_713";"7131";"Manjkovi uslijed više sile (provalne kraðe, poplava, požar, potres i sl.) - porezno priznati";"view";4;;;92;
"kp_rrif_7132";"kp_rrif_713";"7132";"Manjkovi i otpisi trgovaèke robe po oèevidu PU i sl. - porezno priznati";"view";4;;;71;
"kp_rrif_7133";"kp_rrif_713";"7133";"Prekomjerni kalo, rastep, kvar i lom + PDV - porezno nepriznati";"view";4;;;63;
"kp_rrif_7134";"kp_rrif_713";"7134";"Manjak robe na teret odgovorne osobe";"view";4;;;36;
"kp_rrif_714";"kp_rrif_71";"714";"Troškovi zamjene robe u jamstvenom roku";"view";3;;;39;
"kp_rrif_715";"kp_rrif_71";"715";"Greškom neiskazani rashodi prodane robe u proteklim razdobljima u trgovini";"view";3;;;74;
"kp_rrif_718";"kp_rrif_71";"718";"Troškovi vrijednosnog usklaðenja trgovaèke robe i predujmova (669, 679, 689)";"view";3;;;76;
"kp_rrif_719";"kp_rrif_71";"719";"Troškovi vrijednosnog usklaðenja dugotrajne imovine namijenjene prodaji (699)";"view";3;;;77;
"kp_rrif_72";"kp_rrif_7";"72";"TROŠKOVI ADMINISTRACIJE I OSTALI RASHODI";"view";2;;;40;
"kp_rrif_720";"kp_rrif_72";"720";"Troškovi uprave, prodaje, administracije (491)";"view";3;;;46;
"kp_rrif_721";"kp_rrif_72";"721";"Ostali poslovni rashodi - nespomenuti";"view";3;;;37;
"kp_rrif_73";"kp_rrif_7";"73";"IZVANREDNI - OSTALI RASHODI";"view";2;;;27;
"kp_rrif_730";"kp_rrif_73";"730";"Izvanredni rashodi od prodaje dugotrajne imovine (HSFI t. 8.35.)";"view";3;;;64;
"kp_rrif_731";"kp_rrif_73";"731";"Izvanredni otpisi od otuðenja imovine, nastali neoèekivano i u visokoj vrijednosti (HSFt4.7. i MRS10t9)";"view";3;;;103;"Izvanredni otpisi od otuðenja imovine koji su nastali neoèekivano i u visokoj vrijednosti (HSFI t. 4.7. i MRS 10. t. 9.)"
"kp_rrif_732";"kp_rrif_73";"732";"Gubitci zbog izvlaštenja ili zbog prirodnih katastrofa na važnom dijelu imovine";"view";3;;;79;
"kp_rrif_733";"kp_rrif_73";"733";"Izvanredni rashodi iz ostalih rijetkih i neobiènih dogaðaja ili transakcija";"view";3;;;75;
"kp_rrif_734";"kp_rrif_73";"734";"Izvanredne kazne, penali, odštete, naknadno utvrð. obveze i sl.";"view";3;;;63;
"kp_rrif_735";"kp_rrif_73";"735";"Nerealizirani gubitci";"view";3;;;21;
"kp_rrif_737";"kp_rrif_73";"737";"Gubitci od procjene biološke imovine";"view";3;;;36;
"kp_rrif_74";"kp_rrif_7";"74";"UDIO U GUBITKU I DOBITKU PRIDRUŽENIH PODUZETNIKA";"view";2;;;48;
"kp_rrif_740";"kp_rrif_74";"740";"Udio u gubitku pridruženih poduzetnika";"view";3;;;38;
"kp_rrif_7400";"kp_rrif_740";"7400";"Udio u gubitku povezanih društava";"view";4;;;33;
"kp_rrif_7401";"kp_rrif_740";"7401";"Udio u gubitku ortaka";"view";4;;;21;
"kp_rrif_745";"kp_rrif_74";"745";"Udio u dobitku od pridruženih poduzetnika";"view";3;;;41;
"kp_rrif_7450";"kp_rrif_745";"7450";"Udio u dobitku povezanih društava";"view";4;;;33;
"kp_rrif_7451";"kp_rrif_745";"7451";"Udio u dobitku ortaštva";"view";4;;;23;
"kp_rrif_75";"kp_rrif_7";"75";"PRIHODI OD PRODAJE PROIZVODA I USLUGA";"view";2;;;37;
"kp_rrif_750";"kp_rrif_75";"750";"Prihodi od prodaje proizvoda (analitika po proizvodima ili profitnim centrima)";"view";3;;;78;
"kp_rrif_7500";"kp_rrif_750";"7500";"Prihodi od prodaje proizvoda od redovne prodaje";"view";4;;;47;
"kp_rrif_7501";"kp_rrif_750";"7501";"Prihodi od prodaje proizvoda na kredit ili otplatu";"view";4;;;50;
"kp_rrif_7502";"kp_rrif_750";"7502";"Prihodi ostvareni u slobodnoj zoni";"view";4;;;34;
"kp_rrif_7503";"kp_rrif_750";"7503";"Prodaja u vlastitim prodavaonicama";"view";4;;;34;
"kp_rrif_7504";"kp_rrif_750";"7504";"Prihodi od prodaje stanova i dr. graðevina";"view";4;;;42;
"kp_rrif_7505";"kp_rrif_750";"7505";"Prihodi od prodaje poluproizvoda i nedovršenih proizvoda";"view";4;;;56;
"kp_rrif_7506";"kp_rrif_750";"7506";"Prihodi ostvareni u posl. jed. na podruèju posebne držav. skrbi i u Vukovaru";"view";4;;;76;
"kp_rrif_7507";"kp_rrif_750";"7507";"Prihod od povratne naknade za ambalažu (bez PDV-a)";"view";4;;;50;
"kp_rrif_7508";"kp_rrif_750";"7508";"Prihod od prodaje otpadaka iz proizvodnje";"view";4;;;41;
"kp_rrif_7509";"kp_rrif_750";"7509";"Prihodi od prodaje poluproizvoda i nedovršenih proizvoda";"view";4;;;56;
"kp_rrif_751";"kp_rrif_75";"751";"Prihodi od prodaje usluga";"view";3;;;25;
"kp_rrif_7510";"kp_rrif_751";"7510";"Prihodi od servisnih usluga, usluga popravaka i sl. usluga";"view";4;;;58;
"kp_rrif_7511";"kp_rrif_751";"7511";"Prihodi od restorana i gostionica";"view";4;;;33;
"kp_rrif_7512";"kp_rrif_751";"7512";"Prihodi od hotela i noæenja";"view";4;;;27;
"kp_rrif_7513";"kp_rrif_751";"7513";"Prihodi od knjigovodstvenih, usluga poreznog savjetovanja, revizorskih, konzultantskih i dr. usluga";"view";4;;;99;
"kp_rrif_7514";"kp_rrif_751";"7514";"Prihodi od usluga prijevoza";"view";4;;;27;
"kp_rrif_7515";"kp_rrif_751";"7515";"Prihodi od komunalnih usluga";"view";4;;;28;
"kp_rrif_7516";"kp_rrif_751";"7516";"Prihodi od promidžbenih usluga";"view";4;;;30;
"kp_rrif_7517";"kp_rrif_751";"7517";"Prihodi od usluga zaštite i istraživanja";"view";4;;;40;
"kp_rrif_7518";"kp_rrif_751";"7518";"Prihodi od programskih usluga";"view";4;;;29;
"kp_rrif_7519";"kp_rrif_751";"7519";"Prihodi od prodaje ostalih usluga";"view";4;;;33;
"kp_rrif_752";"kp_rrif_75";"752";"Prihodi od graditeljskih usluga - iz ugovora o izgradnji (graðevina, postrojenja, brodova i sl.)";"view";3;;;96;
"kp_rrif_753";"kp_rrif_75";"753";"Prihodi od prodaje dobara u inozemstvo (moguæa analitika po vrstama proizvoda i zemljama)";"view";3;;;89;
"kp_rrif_754";"kp_rrif_75";"754";"Prihodi od prodaje usluga u inozemstvo (moguæa analitika po vrstama usluga i zemljama kupcima)";"view";3;;;94;
"kp_rrif_7540";"kp_rrif_754";"7540";"Prihodi iz meðunarodne plovidbe brodovima (èl. 26., st. 10. ZoPD)";"view";4;;;65;
"kp_rrif_7541";"kp_rrif_754";"7541";"Prihodi od internetskih usluga za inozemstvo";"view";4;;;44;
"kp_rrif_7542";"kp_rrif_754";"7542";"Prihodi od poslovnih jedinica u inozemstvu";"view";4;;;42;
"kp_rrif_7543";"kp_rrif_754";"7543";"Prihodi od prodaje turistièkih usluga u inozem.";"view";4;;;47;
"kp_rrif_755";"kp_rrif_75";"755";"Prihodi od prodaje proizvoda i usluga poduzet. u kojima postoje sudjelujuæi interesi (do 20% udjela)";"view";3;;;100;"Prihodi od prodaje proizvoda i usluga poduzetnicima u kojima postoje sudjelujuæi interesi (do 20% udjela)"
"kp_rrif_756";"kp_rrif_75";"756";"Prihodi od prodaje proizvoda i usluga ovisnim društvima (analitika po društvima)";"view";3;;;80;
"kp_rrif_757";"kp_rrif_75";"757";"Prihodi od najmova i zakupa";"view";3;;;27;
"kp_rrif_758";"kp_rrif_75";"758";"Prihodi iz ortaštva";"view";3;;;19;
"kp_rrif_759";"kp_rrif_75";"759";"Ostali prihodi od prodaje uèinaka";"view";3;;;33;
"kp_rrif_76";"kp_rrif_7";"76";"PRIHODI OD PRODAJE TRGOVAÈKE ROBE";"view";2;;;33;
"kp_rrif_760";"kp_rrif_76";"760";"Prihodi od prodaje robe";"view";3;;;23;
"kp_rrif_7600";"kp_rrif_760";"7600";"Prihodi od prodaje robe na veliko (analitika po prodajnim mjestima)";"view";4;;;67;
"kp_rrif_7601";"kp_rrif_760";"7601";"Prihodi od prodaje uvezene robe na veliko";"view";4;;;41;
"kp_rrif_7602";"kp_rrif_760";"7602";"Prihodi od prodaje robe u tranzitu";"view";4;;;34;
"kp_rrif_7603";"kp_rrif_760";"7603";"Prihodi od prodaje robe na malo (analitika po prodav.)";"view";4;;;54;
"kp_rrif_7604";"kp_rrif_760";"7604";"Prihodi od prodaje robe u povezanim društvima";"view";4;;;45;
"kp_rrif_7605";"kp_rrif_760";"7605";"Prihodi od prodaje robe dane u komisiju ili konsignaciju";"view";4;;;56;
"kp_rrif_7606";"kp_rrif_760";"7606";"Prihodi od prodaje u poslov. jed. na podruèju posebne držav. skrbi i Vukovaru";"view";4;;;77;
"kp_rrif_7607";"kp_rrif_760";"7607";"Prihodi od povratne naknade za ambalažu (bez PDV-a)";"view";4;;;51;
"kp_rrif_7608";"kp_rrif_760";"7608";"Prihodi od prometa nekretnina";"view";4;;;29;
"kp_rrif_761";"kp_rrif_76";"761";"Prihodi od prodaje robe na inozemnom tržištu";"view";3;;;44;
"kp_rrif_762";"kp_rrif_76";"762";"Prihodi od trgovaèkih usluga";"view";3;;;28;
"kp_rrif_7620";"kp_rrif_762";"7620";"Prihodi od provizija";"view";4;;;20;
"kp_rrif_7621";"kp_rrif_762";"7621";"Prihodi od franšiza i robnih znakova";"view";4;;;36;
"kp_rrif_7622";"kp_rrif_762";"7622";"Prihodi od usluge posredovanja";"view";4;;;30;
"kp_rrif_7623";"kp_rrif_762";"7623";"Prihodi od davanja mišljenja";"view";4;;;28;
"kp_rrif_763";"kp_rrif_76";"763";"Prihodi od prodaje nekurentne robe (robe u kvaru, ošte-æenju, demodirana i sl.)";"view";3;;;79;
"kp_rrif_764";"kp_rrif_76";"764";"Prihodi od prodaje robe na kredit";"view";3;;;33;
"kp_rrif_7640";"kp_rrif_764";"7640";"Prihodi od prodaje robe na robni kredit";"view";4;;;39;
"kp_rrif_7641";"kp_rrif_764";"7641";"Prihodi od prodaje robe na potrošaèki kredit";"view";4;;;44;
"kp_rrif_765";"kp_rrif_76";"765";"Prihodi od prodaje robe poduzetnicima u kojima postoje sudjelujuæi interesi (do 20% udjela)";"view";3;;;91;
"kp_rrif_766";"kp_rrif_76";"766";"Prihodi od prodaje robe ovisnim društvima";"view";3;;;41;
"kp_rrif_767";"kp_rrif_76";"767";"Prihodi od dane (prodane) robe u financijski lizing (najam)";"view";3;;;59;
"kp_rrif_768";"kp_rrif_76";"768";"Prihodi od preprodaje nekretnina i umjetnina";"view";3;;;44;
"kp_rrif_769";"kp_rrif_76";"769";"Ostali prihodi od prodaje roba i trgovaèkih usluga";"view";3;;;50;
"kp_rrif_7690";"kp_rrif_769";"7690";"Prihodi od prikupljanja ambalaže";"view";4;;;32;
"kp_rrif_7691";"kp_rrif_769";"7691";"Prihodi od zbrinjavanja otpada";"view";4;;;30;
"kp_rrif_7692";"kp_rrif_769";"7692";"Prihodi od prodaje korisnog otpada";"view";4;;;34;
"kp_rrif_77";"kp_rrif_7";"77";"FINANCIJSKI PRIHODI";"view";2;;;19;
"kp_rrif_770";"kp_rrif_77";"770";"Kamate, teèajne razlike, dividende i sl. prihodi iz odnosa s povezanim poduzetnicima";"view";3;;;84;
"kp_rrif_7700";"kp_rrif_770";"7700";"Prihodi od kamata od povezanih poduzetnika";"view";4;;;42;
"kp_rrif_7701";"kp_rrif_770";"7701";"Prihodi od teèajnih razlika od povez. poduzet.";"view";4;;;46;
"kp_rrif_7702";"kp_rrif_770";"7702";"Prihodi od dividende (dobitka) iz udjela u povezanim poduzetnicima";"view";4;;;66;
"kp_rrif_7703";"kp_rrif_770";"7703";"Prihodi od valutne (indeksne) klauzule iz odnosa s povezanim poduzetnicima";"view";4;;;74;
"kp_rrif_7704";"kp_rrif_770";"7704";"Ostali financijski prihodi od povezanih poduzet";"view";4;;;47;
"kp_rrif_7705";"kp_rrif_770";"7705";"Ostali financijski prihodi od povez. poduzetnika";"view";4;;;48;
"kp_rrif_7706";"kp_rrif_770";"7706";"Dobitci od prodaje udjela i dionica od povezanih poduzetnika";"view";4;;;60;
"kp_rrif_771";"kp_rrif_77";"771";"Prihodi od kamata";"view";3;;;17;
"kp_rrif_7710";"kp_rrif_771";"7710";"Prihodi od redovnih kamata";"view";4;;;26;
"kp_rrif_7711";"kp_rrif_771";"7711";"Prihodi od zateznih kamata";"view";4;;;26;
"kp_rrif_7712";"kp_rrif_771";"7712";"Prihodi od kamata iz financijske imovine i dr.";"view";4;;;46;
"kp_rrif_7713";"kp_rrif_771";"7713";"Kamate na depozite i jamèevine";"view";4;;;30;
"kp_rrif_772";"kp_rrif_77";"772";"Prihodi od teèajnih razlika";"view";3;;;27;
"kp_rrif_7720";"kp_rrif_772";"7720";"Pozitivne teèajne razlike iz tražbina i stanja deviza na raèunu";"view";4;;;63;
"kp_rrif_7721";"kp_rrif_772";"7721";"Pozitivne teèajne razlike iz nižih obveza prema inozemstvu";"view";4;;;58;
"kp_rrif_7722";"kp_rrif_772";"7722";"Prihodi od ostalih teèajnih razlika";"view";4;;;35;
"kp_rrif_773";"kp_rrif_77";"773";"Prihodi od dividende i dobitaka iz udjela";"view";3;;;41;
"kp_rrif_7730";"kp_rrif_773";"7730";"Prihodi od dividendi";"view";4;;;20;
"kp_rrif_7731";"kp_rrif_773";"7731";"Prihodi od udjela u dobitku u d.o.o. i dr.";"view";4;;;42;
"kp_rrif_774";"kp_rrif_77";"774";"Ostali financijski prihodi";"view";3;;;26;
"kp_rrif_7740";"kp_rrif_774";"7740";"Prihodi iz udjela u investicijskim i dr. fondovima";"view";4;;;50;
"kp_rrif_7741";"kp_rrif_774";"7741";"Dobitci od prodaje dionica i udjela (s nepovez. društvima) i dr. vrijed. papira";"view";4;;;79;
"kp_rrif_7742";"kp_rrif_774";"7742";"Prihodi od primjene valutne (indeksne) klauzule";"view";4;;;47;
"kp_rrif_7743";"kp_rrif_774";"7743";"Ostali financijski prihodi iz odnosa s nepovezanim poduzetnicima i dr. osobama";"view";4;;;78;
"kp_rrif_7744";"kp_rrif_774";"7744";"Prihodi od prodaje ostale financijske imovine";"view";4;;;45;
"kp_rrif_775";"kp_rrif_77";"775";"Dio prihoda od pridruženih poduzetnika i sudjelujuæih interesa";"view";3;;;62;
"kp_rrif_7750";"kp_rrif_775";"7750";"Financijski prihodi (dividende, dobitci) iz udjela u društvima do 20%";"view";4;;;69;
"kp_rrif_7751";"kp_rrif_775";"7751";"Prihodi od kamata, teè. razlika i dr. fin. prihoda iz odnosa s pridruženim poduz. i od udjela do 20%";"view";4;;;100;"Prihodi od kamata, teèajnih razlika i dr. fin. prihoda iz odnosa s pridruženim poduzetnicima i od društava u kojima se drži udio do 20%"
"kp_rrif_776";"kp_rrif_77";"776";"Nerealizirani dobitci (prihodi) od financijske imovine";"view";3;;;54;
"kp_rrif_7760";"kp_rrif_776";"7760";"Prihodi iz procjene fin. imovine namijenjene za trgovanje (HSFI 15. t. 15.52. i MRS 39. t. 55a. i dr.)";"view";4;;;102;"Prihodi iz procjene fin. imovine namijenjene za trgovanje (HSFI 15. t. 15.52. i MRS 39. t. 55a. i dr.)"
"kp_rrif_7761";"kp_rrif_776";"7761";"Dobitci iz promjene fer vrijednosti ulaganja u nekretnine (HSFI 7. i MRS 40)";"view";4;;;76;
"kp_rrif_7762";"kp_rrif_776";"7762";"Dobitci iz promjene vrijednosti ostale imovine";"view";4;;;46;
"kp_rrif_777";"kp_rrif_77";"777";"Prihodi negativnog goodwilla";"view";3;;;28;
"kp_rrif_778";"kp_rrif_77";"778";"Ostali financijski prihodi";"view";3;;;26;
"kp_rrif_7780";"kp_rrif_778";"7780";"Prihodi iz burzovnih transakcija";"view";4;;;32;
"kp_rrif_7781";"kp_rrif_778";"7781";"Prihodi iz faktoringa i sl.";"view";4;;;27;
"kp_rrif_7782";"kp_rrif_778";"7782";"Prihodi od neplaæenih obveza - davanja (za šume, poreze, èlanarine, naknade i dr.)";"view";4;;;82;
"kp_rrif_7783";"kp_rrif_778";"7783";"Prihodi iz fin. leasinga";"view";4;;;24;
"kp_rrif_7784";"kp_rrif_778";"7784";"Prihodi od naplate životnog osiguranja";"view";4;;;38;
"kp_rrif_78";"kp_rrif_7";"78";"OSTALI POSLOVNI I IZVANREDNI PRIHODI";"view";2;;;36;
"kp_rrif_780";"kp_rrif_78";"780";"Prihodi od otpisa obveza i popusta";"view";3;;;34;
"kp_rrif_7800";"kp_rrif_780";"7800";"Otpisi obveza prema dobavljaèima, obveza za primljene predujmove i sl.";"view";4;;;70;
"kp_rrif_7801";"kp_rrif_780";"7801";"Otpis obveza prema kreditorima";"view";4;;;30;
"kp_rrif_7802";"kp_rrif_780";"7802";"Otpis obveza prema zaposlenicima";"view";4;;;32;
"kp_rrif_7803";"kp_rrif_780";"7803";"Prihodi od zastare obveza";"view";4;;;25;
"kp_rrif_7805";"kp_rrif_780";"7805";"Otpis ostalih obveza";"view";4;;;20;
"kp_rrif_7807";"kp_rrif_780";"7807";"Prihodi od naknadnih odobrenja - sniženja i popusta od dobavljaèa i dr.";"view";4;;;71;
"kp_rrif_781";"kp_rrif_78";"781";"Prihodi od rezidualnih imovinskih stavki, viškova i procjena";"view";3;;;60;
"kp_rrif_7810";"kp_rrif_781";"7810";"Prihodi od prodaje otpisanih i rashodovanih sredstava rada (alata, opreme i sl.)";"view";4;;;80;
"kp_rrif_7811";"kp_rrif_781";"7811";"Prihodi od prodaje dugotrajne materijalne imovine (iz uporabe)";"view";4;;;62;
"kp_rrif_7812";"kp_rrif_781";"7812";"Prihodi od prodaje dugotr. nemater. imovine (trgov. znak, patent i dr.) - iz uporabe";"view";4;;;84;
"kp_rrif_7813";"kp_rrif_781";"7813";"Prihodi od ranije otpisanih zaliha po novoj procjeni (HSFI t. 10.38. i MRS 2, t. 33.)";"view";4;;;85;
"kp_rrif_7814";"kp_rrif_781";"7814";"Inventurni viškovi na robi, proizvodima i zalihama sirovina, materijala, dijelova i dugotrajne imovine";"view";4;;;102;"Inventurni viškovi na robi, proizvodima i zalihama sirovina, materijala, dijelova i dugotrajne imovine"
"kp_rrif_7815";"kp_rrif_781";"7815";"Viškovi u blagajni (novac, vrijed. papiri i dr.)";"view";4;;;48;
"kp_rrif_7816";"kp_rrif_781";"7816";"Viškovi iz neidentificiranih novèanih doznaka u tekuæem poslovanju";"view";4;;;66;
"kp_rrif_7817";"kp_rrif_781";"7817";"Prihodi od prodaje viškova zaliha i dr. kratkotrajne i dugotrajne imovine";"view";4;;;73;
"kp_rrif_7818";"kp_rrif_781";"7818";"Prihodi od procjene prometa (utrška) po nalazu poreznog nadzora";"view";4;;;63;
"kp_rrif_7819";"kp_rrif_781";"7819";"Prihodi od ostalih primitaka bez nadoknade";"view";4;;;42;
"kp_rrif_782";"kp_rrif_78";"782";"Prihodi od ukidanja rezerviranja i naknadno naplaæeni prihodi";"view";3;;;61;
"kp_rrif_7820";"kp_rrif_782";"7820";"Prihodovanje dugoroènih rezerviranja";"view";4;;;36;
"kp_rrif_7821";"kp_rrif_782";"7821";"Naknadno utvrðeni prihodi";"view";4;;;25;
"kp_rrif_7822";"kp_rrif_782";"7822";"Ukidanje pasiv. vrem. razgranièenja";"view";4;;;35;
"kp_rrif_7824";"kp_rrif_782";"7824";"Prihodi od ukidanja troškova od kojih se odustalo";"view";4;;;49;
"kp_rrif_7825";"kp_rrif_782";"7825";"Prihodi od naknadno naplaæenih jamstava - garancija";"view";4;;;51;
"kp_rrif_7826";"kp_rrif_782";"7826";"Prihodi od naknadno naplaæenih potraživanja iz prethodnih godina";"view";4;;;64;
"kp_rrif_7827";"kp_rrif_782";"7827";"Prihodi od naplate iz ugovora po naknadnim priznanjima iz prošlih godina";"view";4;;;72;
"kp_rrif_7828";"kp_rrif_782";"7828";"Prihodi od naknadno naplaæenih reklamacija";"view";4;;;42;
"kp_rrif_7829";"kp_rrif_782";"7829";"Prihodi od zaprimanja dobara koja su prodana u prethodnom obraè. razdoblju";"view";4;;;74;
"kp_rrif_783";"kp_rrif_78";"783";"Prihodi od refundac., dotacija, subvencija i nadoknada";"view";3;;;54;
"kp_rrif_7830";"kp_rrif_783";"7830";"Prihodi od refundacije za rad radnika";"view";4;;;37;
"kp_rrif_7831";"kp_rrif_783";"7831";"Prihodi od naknada šteta iz tekuæeg poslovanja";"view";4;;;46;
"kp_rrif_7832";"kp_rrif_783";"7832";"Prihodi od subvencija";"view";4;;;21;
"kp_rrif_7833";"kp_rrif_783";"7833";"Prihodi od dotacija i pomoæi";"view";4;;;28;
"kp_rrif_7834";"kp_rrif_783";"7834";"Prihodi s osnove basplatnog primitka opreme, nekretnina, zaliha i potraživanja";"view";4;;;78;
"kp_rrif_7835";"kp_rrif_783";"7835";"Prihodi od naknada za jamstva";"view";4;;;29;
"kp_rrif_7836";"kp_rrif_783";"7836";"Prihodi od prefakturiranih troškova (npr. komunalnih, premija osiguranja i dr.)";"view";4;;;79;
"kp_rrif_7837";"kp_rrif_783";"7837";"Prihodi za pokriæe gubitka";"view";4;;;26;
"kp_rrif_7838";"kp_rrif_783";"7838";"Prihodi za manjkove od odgovornih osoba";"view";4;;;39;
"kp_rrif_7839";"kp_rrif_783";"7839";"Prihodi od ostalih nadoknada iz poslovanja";"view";4;;;42;
"kp_rrif_784";"kp_rrif_78";"784";"Prihodi od revalorizacije - procjene";"view";3;;;36;
"kp_rrif_7840";"kp_rrif_784";"7840";"Prihodi od revalorizacije";"view";4;;;25;
"kp_rrif_7841";"kp_rrif_784";"7841";"Prihodi od revalorizacije s temelja vrijednosnog usklaðenja";"view";4;;;59;
"kp_rrif_7842";"kp_rrif_784";"7842";"Prihodi od ukidanja gubitka (MRS 36)";"view";4;;;36;
"kp_rrif_7843";"kp_rrif_784";"7843";"Prihodi od procjene zaliha i dr. imovine";"view";4;;;40;
"kp_rrif_7844";"kp_rrif_784";"7844";"Prihodi od procjene ostale imovine";"view";4;;;34;
"kp_rrif_785";"kp_rrif_78";"785";"Ostali poslovni prihodi";"view";3;;;23;
"kp_rrif_7850";"kp_rrif_785";"7850";"Prihodi s osnove povrata poreza na promet";"view";4;;;41;
"kp_rrif_7851";"kp_rrif_785";"7851";"Prihodi od ugovorenih i naplaæenih penala zbog neizvršenja roka u isporuci";"view";4;;;74;
"kp_rrif_7852";"kp_rrif_785";"7852";"Prihodi od nagrada za proizvod, uslugu, oblik i sl.";"view";4;;;51;
"kp_rrif_7853";"kp_rrif_785";"7853";"Prihodi od (nevraæenih) kaucija i depozita";"view";4;;;42;
"kp_rrif_7854";"kp_rrif_785";"7854";"Prihodi od kapara, odustatnina i sl.";"view";4;;;36;
"kp_rrif_7855";"kp_rrif_785";"7855";"Prihodi od vraæenih premija osiguranja";"view";4;;;38;
