"code","name","note"
"7844","Prihodi od procjene ostale imovine","Prihodi od procjene ostale imovine"
"785","Ostali poslovni prihodi","Ostali poslovni prihodi"
"7850","Prihodi s osnove povrata poreza na promet","Prihodi s osnove povrata poreza na promet"
"7851","Prihodi od ugovorenih i naplaćenih penala zbog neizvršenja roka u isporuci","Prihodi od ugovorenih i naplaćenih penala zbog neizvršenja roka u isporuci"
"7852","Prihodi od nagrada za proizvod, uslugu, oblik i sl.","Prihodi od nagrada za proizvod, uslugu, oblik i sl."
"7853","Prihodi od (nevraćenih) kaucija i depozita","Prihodi od (nevraćenih) kaucija i depozita"
"7854","Prihodi od kapara, odustatnina i sl.","Prihodi od kapara, odustatnina i sl."
"7855","Prihodi od vraćenih premija osiguranja","Prihodi od vraćenih premija osiguranja"
"7856","Prihodi od financ. inženjeringa(projekt., financ. i izgr., kupoprodaja poduzeća i sl.) i provizija","Prihodi od financijskog inženjeringa (npr. projektiranje, financiranje i izgr. objekata, kupnja i prodaja poduzeća i sl.) i provizija"
"7857","Prihodi od prodaje prava (patenata, licencija, koncesija, rente, imena, znaka i sl.)","Prihodi od prodaje prava (patenata, licencija, koncesija, rente, imena, znaka i sl.)"
"7858","Prihodi od naplate šteta uništene imovine (požarom, poplavom i dr. višom silom)","Prihodi od naplate šteta uništene imovine (požarom, poplavom i dr. višom silom)"
"7859","Prihodi od naplate šteta po sudskim procesima (zbog oduzete imovine,zlouporabe znaka,imena,prava i dr.)","Prihodi od naplate šteta po sudskim procesima (npr. zbog oduzete imovine, zlouporabe znaka, imena, prava i dr.)"
"786","Prihodi od državnih potpora (HSFI 15 i MRS 20)","Prihodi od državnih potpora (HSFI 15 i MRS 20)"
"7860","Prihodi od državnih potpora za pokriće troškova","Prihodi od državnih potpora za pokriće troškova"
"7861","Prihodi od državnih potpora za investicije (sredstva)","Prihodi od državnih potpora za investicije (sredstva)"
"7862","Prihodi od državnih potpora za ostale određene namjene","Prihodi od državnih potpora za ostale određene namjene"
"787","Dobitci od procjene poljoprivrednih proizvoda i biološke imovine (HSFI, 17. t. 17.12 i MRS 41)","Dobitci od procjene poljoprivrednih proizvoda i biološke imovine (HSFI, 17. t. 17.12 i MRS 41)"
"7870","Dobitci od prirasta biološke imovine","Dobitci od prirasta biološke imovine"
"7871","Dobitci od procjene biološke imovine","Dobitci od procjene biološke imovine"
"7872","Dobitci od procjene poljoprivrednih proizvoda","Dobitci od procjene poljoprivrednih proizvoda"
"788","Prihodi od izvanredne prodaje značajnog dijela imovine (zgrade, pogona, zemljišta)","Prihodi od izvanredne prodaje značajnog dijela imovine (zgrade, pogona, zemljišta)"
"7880","Prihodi od dugotr. materijalne imovine namijenjene prodaji","Prihodi od dugotr. materijalne imovine namijenjene prodaji"
"789","Izvanredni nepredviđeni prihodi (veliki besplatni primitak, prihod koji nije iz redovitog poslovanja)","Izvanredni - nepredviđeni prihodi (npr. veliki besplatni primitak, prihod koji nije proizašao iz redovitog poslovanja)"
"7890","Prihod od izvansudskih nagodbi","Prihod od izvansudskih nagodbi"
"7899","Ostali nepredviđeni prihodi","Ostali nepredviđeni prihodi"
"79","RAZLIKA PRIHODA I RASHODA FINANCIJSKE GODINE","RAZLIKA PRIHODA I RASHODA FINANCIJSKE GODINE"
"790","Razlika prihoda i rashoda (iz cjelokupnog poslovanja)","Razlika prihoda i rashoda (iz cjelokupnog poslovanja)"
"8","FINANCIJSKI REZULTAT POSLOVANJA I OSTALI SVEOBUHVATNI DOBITAK","FINANCIJSKI REZULTAT POSLOVANJA I OSTALI SVEOBUHVATNI DOBITAK"
"80","DOBITAK ILI GUBITAK RAZDOBLJA","DOBITAK ILI GUBITAK RAZDOBLJA"
"800","Dobitak prije oporezivanja","Dobitak prije oporezivanja"
"801","Gubitak prije oporezivanja","Gubitak prije oporezivanja"
"803","Porez na dobitak (gubitak)","Porez na dobitak (gubitak)"
"804","Dobitak ili gubitak razdoblja","Dobitak ili gubitak razdoblja"
"8040","Dobitak razdoblja (poslije poreza)","Dobitak razdoblja (poslije poreza)"
"8041","Gubitak razdoblja","Gubitak razdoblja"
"81","DOBITAK ILI GUBITAK RAZDOBLJA KOJI PRIPADA DRUGIMA","DOBITAK ILI GUBITAK RAZDOBLJA KOJI PRIPADA DRUGIMA"
"810","Dobitak pripisan imateljima kapitala matice","Dobitak pripisan imateljima kapitala matice"
"811","Gubitak koji tereti imatelje kapitala matice","Gubitak koji tereti imatelje kapitala matice"
"813","Dobitak pripisan manjinskom interesu","Dobitak pripisan manjinskom interesu"
"814","Gubitak koji tereti manjinski interes","Gubitak koji tereti manjinski interes"
"88","OSTALI SVEOBUHVATNI DOBITAK","OSTALI SVEOBUHVATNI DOBITAK"
"880","Tečajne razlike iz preračuna inozemnog poslovanja","Tečajne razlike iz preračuna inozemnog poslovanja"
"881","Promjene revalorizacijskih rezervi dugotrajen materijalne i nematerijalne imovine","Promjene revalorizacijskih rezervi dugotrajen materijalne i nematerijalne imovine"
"882","Dobitak ili gubitak s osnove ponovnog vrednovanja financijske imovine raspoložive za prodaju","Dobitak ili gubitak s osnove ponovnog vrednovanja financijske imovine raspoložive za prodaju"
"883","Dobitak ili gubitak s osnove učinkovite zaštite novčanog toka","Dobitak ili gubitak s osnove učinkovite zaštite novčanog toka"
"884","Dobitak ili gubitak s osnove učinkovite zaštite neto ulaganja u inozemstvu","Dobitak ili gubitak s osnove učinkovite zaštite neto ulaganja u inozemstvu"
"885","Udio u ostalom sveobuhvatnom dobitku/gubitku pridruženih poduzetnika","Udio u ostalom sveobuhvatnom dobitku/gubitku pridruženih poduzetnika"
"886","Aktuarski dobitci/gubitci po planovima definiranih primanja","Aktuarski dobitci/gubitci po planovima definiranih primanja"
"887","Porez na ostali sveobuhvatni dobitak razdoblja","Porez na ostali sveobuhvatni dobitak razdoblja"
"89","OSTALI ČISTI DOBITAK","OSTALI ČISTI DOBITAK"
"890","Neto ostali sveobuhvatni dobitak/gubitak razdoblja","Neto ostali sveobuhvatni dobitak/gubitak razdoblja"
"891","Sveobuhvatni dobitak/gubitak razdoblja","Sveobuhvatni dobitak/gubitak razdoblja"
"892","Sveobuhvatna dobitak ili gubitak razdoblja","Sveobuhvatna dobitak ili gubitak razdoblja"
"8920","Pripisan imateljima kapitala matice","Pripisan imateljima kapitala matice"
"8921","Pripisan manjinskom interesu","Pripisan manjinskom interesu"
"9","KAPITAL I PRIČUVE TE IZVANBILANČNI ZAPISI","KAPITAL I PRIČUVE TE IZVANBILANČNI ZAPISI"
"90","TEMELJNI - (UPISANI) KAPITAL","TEMELJNI - (UPISANI) KAPITAL"
"900","Upisani temeljni kapital koji je plaćen","Upisani temeljni kapital koji je plaćen"
"9000","Upisani temeljni kapital članova d.o.o. (analitika po članovima)","Upisani temeljni kapital članova d.o.o. (analitika po članovima)"
"9001","Temeljni dionički kapital (obične dionice)","Temeljni dionički kapital (obične dionice)"
"9002","Temeljni dionički kapital (povlaštene dionice)","Temeljni dionički kapital (povlaštene dionice)"
"901","Upisani temeljni kapital manjinskih članova","Upisani temeljni kapital manjinskih članova"
"902","Upisani kapital koji nije plaćen","Upisani kapital koji nije plaćen"
"9020","Upisani temeljni kapital koji je pozvan za uplatu (analitika po upisnicima)","Upisani temeljni kapital koji je pozvan za uplatu (analitika po upisnicima)"
"903","Kapital (ulozi) članova javnog trgovačkog društva","Kapital (ulozi) članova javnog trgovačkog društva"
"904","Kapital (ulozi) komanditora komanditnog društva","Kapital (ulozi) komanditora komanditnog društva"
"905","Državni kapital u udjelima","Državni kapital u udjelima"
"906","Kapital članova zadruge","Kapital članova zadruge"
"91","KAPITALNE PRIČUVE","KAPITALNE PRIČUVE"
"910","Uplaćeni udjeli - dionice iznad svote temeljnog kapitala","Uplaćeni udjeli - dionice iznad svote temeljnog kapitala"
"911","Kapitalne pričuve iz dodatnih uplata radi stjecanja posebnih prava u društvu(ili zamjenjivih obveznica)","Kapitalne pričuve iz dodatnih uplata radi stjecanja posebnih prava u društvu (ili zamjenjivih obveznica)"
"912","Kapitalne pričuve iz uplata dodatnih činidbi","Kapitalne pričuve iz uplata dodatnih činidbi"
"913","Kapitalne pričuve iz ostatka pri smanjenju temeljnog kapitala","Kapitalne pričuve iz ostatka pri smanjenju temeljnog kapitala"
"914","Kapitalne pričuve iz drugih izvora","Kapitalne pričuve iz drugih izvora"
"915","Kapitalni dobitak iz prodaje vlastitih udjela - dionica","Kapitalni dobitak iz prodaje vlastitih udjela - dionica"
"916","Kapitalni dobitak na prodane emitirane dionice","Kapitalni dobitak na prodane emitirane dionice"
"917","Kapitalne pričuve iz ulaganja tajnog člana društva (čl. 148. ZTD-a)","Kapitalne pričuve iz ulaganja tajnog člana društva (čl. 148. ZTD-a)"
"919","Kapital iz ulaganja obrtnika dobitaša","Kapital iz ulaganja obrtnika dobitaša"
"92","PRIČUVE IZ DOBITKA","PRIČUVE IZ DOBITKA"
"920","Zakonske pričuve (u d.d.)","Zakonske pričuve (u d.d.)"
"9200","Pričuve prema ZTD","Pričuve prema ZTD"
"9201","Pričuve za povećanje temeljnog kapitala","Pričuve za povećanje temeljnog kapitala"
"9202","Pričuve za pokriće gubitka","Pričuve za pokriće gubitka"
"921","Pričuve za vlastite dionice i udjele (čl. 233. i 406.a ZTD-a)","Pričuve za vlastite dionice i udjele (čl. 233. i 406.a ZTD-a)"
"9210","Pričuve za opcijske dionice za zaposlenike","Pričuve za opcijske dionice za zaposlenike"
"9211","Pričuve za otkupljene dionice radi obeštećenja dioničara","Pričuve za otkupljene dionice radi obeštećenja dioničara"
"9212","Pričuve za otkup dionica da bi se spriječila šteta i dr.","Pričuve za otkup dionica da bi se spriječila šteta i dr."
"9213","Pričuve za vlastite (trezorske) dionice i udjele","Pričuve za vlastite (trezorske) dionice i udjele"
"922","Vlastite dionice i udjeli (odbitna- dugovna stavka)","Vlastite dionice i udjeli (odbitna- dugovna stavka)"
"9220","Otkupljene vlastite dionice","Otkupljene vlastite dionice"
"9221","Otkupljeni vlastiti udjeli","Otkupljeni vlastiti udjeli"
"9222","Vlastite dionice za opcijsku namjenu","Vlastite dionice za opcijsku namjenu"
"923","Statutarne pričuve","Statutarne pričuve"
"9230","Pričuve za održavanje financijske stabilnosti društva, za razvojne aktivnosti i sl.","Pričuve za održavanje financijske stabilnosti društva, za razvojne aktivnosti i sl."
"9231","Pričuve za restrukturiranje","Pričuve za restrukturiranje"
"9232","Pričuve radi održavanja boniteta strukture izvora financiranja","Pričuve radi održavanja boniteta strukture izvora financiranja"
"924","Ostale pričuve","Ostale pričuve"
"9240","Pričuve za pokriće gubitka u poslovanju","Pričuve za pokriće gubitka u poslovanju"
"9241","Pričuve za nagrade i sl.","Pričuve za nagrade i sl."
"9242","Slobodne pričuve iz neraspoređenog dobitka","Slobodne pričuve iz neraspoređenog dobitka"
"9243","Pričuve za nerealizirane dobitke iz udjela","Pričuve za nerealizirane dobitke iz udjela"
"93","REVALORIZACIJSKE PRIČUVE","REVALORIZACIJSKE PRIČUVE"
"930","Revalorizacijske pričuve","Revalorizacijske pričuve"
"9300","Revalorizacijske pričuve iz procjene dug. nemat. i mat. imovine (HSFIt.6.36.iMRS16,t.39.iMRS38,t.85)","Revalorizacijske pričuve iz procjene dugotrajne nematerijalne i materijalne imovine (HSFI t. 6.36. i MRS 16, t. 39. i MRS 38, t. 85.) (analitika prema revaloriziranim imovinskim stavkama)"
"9301","Pričuve iz revalorizacije financijske imovine","Pričuve iz revalorizacije financijske imovine"
"9303","Ostale revalorizacijske pričuve","Ostale revalorizacijske pričuve"
"931","Revalorizacijske pričuve ranijih godina","Revalorizacijske pričuve ranijih godina"
"9310","Revalorizacijske pričuve iz razdoblja od 2001. do 2004.","Revalorizacijske pričuve iz razdoblja od 2001. do 2004."
"9311","Revalorizacijske pričuve nastale do kraja 2000.","Revalorizacijske pričuve nastale do kraja 2000."
"932","Pričuve iz tečajnih razlika od ulaganja u inozemno poslovanje (MRS 21. t. 39.)","Pričuve iz tečajnih razlika od ulaganja u inozemno poslovanje (MRS 21. t. 39.)"
"933","Dobitci/gubitci od udjela u kapitalu do prestanka priznavanja (MRS 1. t. 95. i MRS 39. 55.b)","Dobitci/gubitci od udjela u kapitalu do prestanka priznavanja (MRS 1. t. 95. i MRS 39. 55.b)"
"934","Dobitci/gubitci iz zaštite novčanog toka do reklasifikacije (MRS 1. t. 95. i MRS 39. t. 100.)","Dobitci/gubitci iz zaštite novčanog toka do reklasifikacije (MRS 1. t. 95. i MRS 39. t. 100.)"
"935","Ostali akumulirani sveobuhvatni dobitci/gubitci - pričuve (MRS 1. t. 96.)","Ostali akumulirani sveobuhvatni dobitci/gubitci - pričuve (MRS 1. t. 96.)"
"94","ZADRŽANI DOBITAK ILI PRENESENI GUBITAK","ZADRŽANI DOBITAK ILI PRENESENI GUBITAK"
"940","Zadržani dobitak (iz prethodnih godina)","Zadržani dobitak (iz prethodnih godina)"
"9400","Zadržani dobitci ostvareni do kraja 2000.","Zadržani dobitci ostvareni do kraja 2000."
"94000","Zadržani dobitak članova društva (analitika po članovima)","Zadržani dobitak članova društva (analitika po članovima)"
"94001","Zadržani dobitak - neisplaćena dividenda","Zadržani dobitak - neisplaćena dividenda"
"94002","Zadržani dobitak koji se izuzima od isplate (npr. za investicije u imovinu)","Zadržani dobitak koji se izuzima od isplate (npr. za investicije u imovinu)"
"94003","Zadržani dobitak koji čeka raspored","Zadržani dobitak koji čeka raspored"
"94004","Zadržani dobitak za privatne troškove članova društva","Zadržani dobitak za privatne troškove članova društva"
"94005","Zadržani dobitak za manjinske članove društva","Zadržani dobitak za manjinske članove društva"
"94006","Zadržani dobitak tajnog člana društva","Zadržani dobitak tajnog člana društva"
"9401","Zadržani dobitak iz 2001. do 2004.","Zadržani dobitak iz 2001. do 2004."
"94010","Zadržani dobitak članova društva (analitika po članovima)","Zadržani dobitak članova društva (analitika po članovima)"
"94011","Zadržani dobitak - neispl. dividende","Zadržani dobitak - neispl. dividende"
"94012","Zadržani dobitak izuzet od isplate (npr. za investicije u imovinu)","Zadržani dobitak izuzet od isplate (npr. za investicije u imovinu)"
"94013","Neraspoređeni zadržani dobitak","Neraspoređeni zadržani dobitak"
"9402","Zadržani dobitak od 2005. i poslije","Zadržani dobitak od 2005. i poslije"
"94020","Zadržani dobitak članova društva (analitika po članovima)","Zadržani dobitak članova društva (analitika po članovima)"
"94021","Zadržani dobitak - neispl. dividenda","Zadržani dobitak - neispl. dividenda"
"94022","Zadržani dobitak izuzet od isplate (npr. za investicije u imovinu)","Zadržani dobitak izuzet od isplate (npr. za investicije u imovinu)"
"94023","Neraspoređeni zadržani dobitak","Neraspoređeni zadržani dobitak"
"9403","Zadržani dobitak oblikovan iz realizirane rev. pričuve","Zadržani dobitak oblikovan iz realizirane rev. pričuve"
"9404","Zadržani dobitak po prijedlogu uprave i N.O.","Zadržani dobitak po prijedlogu uprave i N.O."
"9405","Zadržani dobitak iz negativnog goodwilla","Zadržani dobitak iz negativnog goodwilla"
"941","Preneseni gubitak (kumuliran u prethodnim godinama - analitika po članovima)","Preneseni gubitak (kumuliran u prethodnim godinama - analitika po članovima)"
"9410","Preneseni gubitak (iz godine 200_.)","Preneseni gubitak (iz godine 200_.)"
"9411","Preneseni gubitak (iz godine 201_.)","Preneseni gubitak (iz godine 201_.)"
"9417","Gubitak (dio) koji je iznad kapitala","Gubitak (dio) koji je iznad kapitala"
"95","DOBITAK ILI GUBITAK POSLOVNE GODINE","DOBITAK ILI GUBITAK POSLOVNE GODINE"
"950","Dobitak poslovne godine","Dobitak poslovne godine"
"9500","Dobitak financijske godine (neraspoređen)","Dobitak financijske godine (neraspoređen)"
"9501","Dobitak za isplate i izuzimanja u tijeku godine (analitika po članovima)","Dobitak za isplate i izuzimanja u tijeku godine (analitika po članovima)"
"9502","Dobitak - dividenda financijske godine (analitika prema članovima društva - dioničarima)","Dobitak - dividenda financijske godine (analitika prema članovima društva - dioničarima)"
"9504","Dobitak koji se privremeno ne isplaćuje po prijedlogu uprave i N.O.","Dobitak koji se privremeno ne isplaćuje po prijedlogu uprave i N.O."
"9505","Dobitak za manjinske članove društva","Dobitak za manjinske članove društva"
"9506","Dobitak za tajnog člana društva","Dobitak za tajnog člana društva"
"9507","Dobitak za nagrade zaposlenicima","Dobitak za nagrade zaposlenicima"
"9509","Dobitak iz privremenih razlika","Dobitak iz privremenih razlika"
"951","Gubitak poslovne godine (analitika po članovima)","Gubitak poslovne godine (analitika po članovima)"
"9510","Gubitak koji se pokriva","Gubitak koji se pokriva"
"9511","Nepokriveni gubitak","Nepokriveni gubitak"
"9512","Gubitak iz privremenih razlika","Gubitak iz privremenih razlika"
"96","MANJINSKI INTERES","MANJINSKI INTERES"
"960","Manjinski interes","Manjinski interes"
"9600","Kapital manjinskog društva (privremeno u postupku konsolidacije kao dio koji nije pod kontrolom matice)","Kapital manjinskog društva (ovaj račun privremeno se rabi u postupku konsolidacije društva kao dio kapitala koji nije pod kontrolom matice)"
"99","IZVANBILANČNI ZAPISI","IZVANBILANČNI ZAPISI"
"990","Imovina - materijalna u optjecaju","Imovina - materijalna u optjecaju"
"9900","Primljena roba u komisiju i konsignaciju (tuđa)","Primljena roba u komisiju i konsignaciju (tuđa)"
"9901","Materijal i roba u doradi (tuđa)","Materijal i roba u doradi (tuđa)"
