"code","name","note"
"4011","Materijal i sredstva za čišćenje i održavanje","Materijal i sredstva za čišćenje i održavanje"
"4012","Troškovi otpisa sitnog inventara","Troškovi otpisa sitnog inventara"
"4013","Ambalažni materijal, vrpce za blagajne, blokovi papira, pisači, naljepnice, etikete i dr.","Ambalažni materijal, vrpce za blagajne, blokovi papira, pisači, naljepnice, etikete i dr."
"4014","Voda (izvorska) za piće","Voda (izvorska) za piće"
"4015","Uniformirana radna odjeća i obuća","Uniformirana radna odjeća i obuća"
"4016","Troškovi opomena","Troškovi opomena"
"4017","Troškovi ukrasnog bilja","Troškovi ukrasnog bilja"
"4019","Ostali materijalni troškovi trgovine","Ostali materijalni troškovi trgovine"
"402","Troškovi istraživanja i razvoja (Zak. o znan - Nn. br. 46/07.)","Troškovi istraživanja i razvoja (Zak. o znan - Nn. br. 46/07.)"
"4020","Troškovi projekta za temeljna istraživanja proizvoda","Troškovi projekta za temeljna istraživanja proizvoda"
"403","Troškovi ambalaže","Troškovi ambalaže"
"4030","Troškovi neodvojive ambalaže u proizvodnji (boce, limenke, kutije i dr.)","Troškovi neodvojive ambalaže u proizvodnji (boce, limenke, kutije i dr.)"
"4031","Troškovi paleta, gajbi i sl.","Troškovi paleta, gajbi i sl."
"404","Trošak sitnog inventara, ambalaže i autoguma","Trošak sitnog inventara, ambalaže i autoguma"
"4040","Troškovi sitnog inventara,","Troškovi sitnog inventara,"
"4041","Troškovi ambalaže (povratne, posebne) - otpis","Troškovi ambalaže (povratne, posebne) - otpis"
"4042","Troškovi autoguma (za kamione, autobuse, teretna vozila i strojeve)","Troškovi autoguma (za kamione, autobuse, teretna vozila i strojeve)"
"4044","Trokš. auto guma (neto + 30% PDV) za slučaj plaće","Trokš. auto guma (neto + 30% PDV) za slučaj plaće"
"4045","70% troška autoguma za os. automobile i dr. sredstva prijevoza za potrebe administr., uprave i prodaje","70% troška autoguma za osobne automobile i dr. sredstva prijevoza za potrebe administr., uprave i prodaje"
"4046","30% troška inventara i autoguma za osobne automobile +30% PDV-a","30% troška inventara i autoguma za osobne automobile +30% PDV-a"
"405","Potrošeni rezervni dijelovi i materijal za održavanje","Potrošeni rezervni dijelovi i materijal za održavanje"
"4050","Potrošeni rezervni dijelovi za popravak vlastite opreme","Potrošeni rezervni dijelovi za popravak vlastite opreme"
"4051","Materijal za održavanje opreme i objekata","Materijal za održavanje opreme i objekata"
"4054","Trošak rez. dijelova (neto + 30% PDV) za slučaj plaće","Trošak rez. dijelova (neto + 30% PDV) za slučaj plaće"
"4055","70% troškova rez. dijelova i mat. za automob., plovila i zrakopl.za prijevoz(čl.7.,st.1.,t.4.ZoPD)","70% troškova rezervnih dijelova i materijala za popravak automob., plovila i zrakopl. koji služe za osobni prijevoz poduzet. i zaposlenih (čl. 7., st. 1., t. 4. ZoPD)"
"4056","30% troška rezervnih dijelova i materijala za održavanje automobila i dr. za osobni prijevoz +30% PDV-a","30% troška rezervnih dijelova i materijala za održavanje automobila i dr. za osobni prijevoz +30% PDV-a"
"4057","Troškovi zamjene u jamstvenom roku","Troškovi zamjene u jamstvenom roku"
"4058","Potrošeni vlastiti proizvodi i roba za održavanje","Potrošeni vlastiti proizvodi i roba za održavanje"
"4059","Ostali troškovi rezervnih dijelova","Ostali troškovi rezervnih dijelova"
"406","Potrošena energija u proizvodnji dobara i usluga","Potrošena energija u proizvodnji dobara i usluga"
"4060","Električna energija","Električna energija"
"4061","Plin, para, briketi i drva","Plin, para, briketi i drva"
"4062","Mazut i ulje za loženje","Mazut i ulje za loženje"
"4063","Dizelsko gorivo, benzin i motorno ulje (za stroj. i sl.)","Dizelsko gorivo, benzin i motorno ulje (za stroj. i sl.)"
"4067","Trošak goriva za teretna vozila (kamione, autobuse, strojeve, brodove i sl.)","Trošak goriva za teretna vozila (kamione, autobuse, strojeve, brodove i sl.)"
"4069","Ostali troškovi energije u proizvodnji","Ostali troškovi energije u proizvodnji"
"407","Potrošena energija u administraciji, upravi i prodaji","Potrošena energija u administraciji, upravi i prodaji"
"4070","Trošak električne energije","Trošak električne energije"
"4071","Plin, toplinska energija, briketi, drva","Plin, toplinska energija, briketi, drva"
"4074","Gorivo za osob. aut. (neto + 30% PDV) za sluč. plaće","Gorivo za osob. aut. (neto + 30% PDV) za sluč. plaće"
"4075","70% troškova goriva za pogon automobila za osobni prijevoz(i automobila u najmu)","70% troškova diesela i benzina za pogon automobila, plovila i zrakoplova za osobni prijevoz poduzetnika i zaposlenih te za istu namjenu automobila u najmu"
"4076","30% goriva za osobni prijevoz +30% PDV-a","30% goriva za osobni prijevoz +30% PDV-a"
"4077","Trošak goriva za teretna vozila, strojeve i brodove","Trošak goriva za teretna vozila, strojeve i brodove"
"4079","Ostali troškovi energije","Ostali troškovi energije"
"408","Troškovi energije na pomoćnim mjestima u proizvodnji","Troškovi energije na pomoćnim mjestima u proizvodnji"
"409","Odstupanja od standardnog troška","Odstupanja od standardnog troška"
"41","OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)","OSTALI VANJSKI TROŠKOVI (TROŠKOVI USLUGA)"
"410","Troškovi telefona, prijevoza i sl.","Troškovi telefona, prijevoza i sl."
"4100","Troškovi telefona, interneta i sl.","Troškovi telefona, interneta i sl."
"4101","Poštanski troškovi","Poštanski troškovi"
"4102","Prijevozne usluge u cestovnom prometu","Prijevozne usluge u cestovnom prometu"
"4103","Prijevozne usluge željeznicom","Prijevozne usluge željeznicom"
"4104","Prijevozne usluge brodara","Prijevozne usluge brodara"
"4105","Prijevozne usluge zrakoplova","Prijevozne usluge zrakoplova"
"4106","Troškovi specijalnih prijevoza","Troškovi specijalnih prijevoza"
"4107","Usluge taksi- prijevoza","Usluge taksi- prijevoza"
"4108","Usluge dostave i logistike","Usluge dostave i logistike"
"4109","Ostale usluge prijevoza","Ostale usluge prijevoza"
"411","Troškovi vanjskih usluga pri izradi dobara i obavljanju usluga","Troškovi vanjskih usluga pri izradi dobara i obavljanju usluga"
"4110","Usluge dorade (oplemenjivanja), izrade, prerade i sl. u proizvodnji i izgradnji","Usluge dorade (oplemenjivanja), izrade, prerade i sl. u proizvodnji i izgradnji"
"4111","Usluge kooperanata na zajedničkim uslugama prema trećima","Usluge kooperanata na zajedničkim uslugama prema trećima"
"4112","Usluge studentskog i omladinskog servisa i na izradi proizvoda","Usluge studentskog i omladinskog servisa i na izradi proizvoda"
"4113","Usluge pripreme teksta za tisak, za web. i sl.","Usluge pripreme teksta za tisak, za web. i sl."
"4114","Grafičke usluge tiska i uveza","Grafičke usluge tiska i uveza"
"4115","Usluge hotela i smještaja radnika na terenu","Usluge hotela i smještaja radnika na terenu"
"4116","Usluge za iznajmljeni kapacitet","Usluge za iznajmljeni kapacitet"
"4117","Usluge rada vanjskog osoblja","Usluge rada vanjskog osoblja"
"4118","Usluge izrade ili popravka po ugovoru o djelu","Usluge izrade ili popravka po ugovoru o djelu"
"4119","Ostale vanjske usluge na izradi dobara i proizvodnih usluga","Ostale vanjske usluge na izradi dobara i proizvodnih usluga"
"412","Usluge održavanja i zaštite (servisne usluge)","Usluge održavanja i zaštite (servisne usluge)"
"4120","Nabavljene usluge tekućeg održavanja (bez vlastitog materijala i dijelova)","Nabavljene usluge tekućeg održavanja (bez vlastitog materijala i dijelova)"
"4121","Nabavljene usluge za investicijsko održavanje i popravke (bez vlastitog materijala i dijelova)","Nabavljene usluge za investicijsko održavanje i popravke (bez vlastitog materijala i dijelova)"
"4122","Usluge čišćenja i pranja","Usluge čišćenja i pranja"
"4123","Usluge održavanja softvera i web stranica","Usluge održavanja softvera i web stranica"
"4124","Vanjske usluge popravka prodanih a neispravnih dobara u jamstvenom roku","Vanjske usluge popravka prodanih a neispravnih dobara u jamstvenom roku"
"41244","Servis osob. automob. (neto + 30% PDV) za slučaj plaće u naravi","Servis osob. automob. (neto + 30% PDV) za slučaj plaće u naravi"
"4125","70% usluga servisa za održavanje automobila za osobni prijevoz poduzetnika i zaposlenih","70% usluga servisa za održavanje automobila, plovila i zrakoplova koji služe za osobni prijevoz poduzetnika i zaposlenih"
"4126","30% usluga održavanja prijevoznih sredstava za osobni prijevoz + 30% PDV-a","30% usluga održavanja prijevoznih sredstava za osobni prijevoz + 30% PDV-a"
"4127","Usluge zaštite na radu i održavanja okoliša","Usluge zaštite na radu i održavanja okoliša"
"4128","Usluge zaštitara na čuvanju imovine i osoba","Usluge zaštitara na čuvanju imovine i osoba"
"4129","Ostale servisne usluge i usluge osoba","Ostale servisne usluge i usluge osoba"
"413","Usluge registracije prijevoznih sredstava i troškovi dozvola","Usluge registracije prijevoznih sredstava i troškovi dozvola"
"4130","70% troška registracije automobila, plovila i zrakoplova za prijevoz osoba poduz. (osim osiguranja)","70% troška registracije osobnih automobila, plovila i zrakoplova za prijevoz osoba poduzetnika (osim osiguranja)"
"4131","30% troška registracije sred. za osobni prijevoz + 30% PDV-a (osim troškova osiguranja)","30% troška registracije sred. za osobni prijevoz + 30% PDV-a (osim troškova osiguranja)"
"41314","Troškovi registr. (neto + 30% PDV) - plaća","Troškovi registr. (neto + 30% PDV) - plaća"
"4132","Trošak registracije dostavnih i teret. vozila i autobusa (sveuk.) i automob. bez poreznog ograničenja","Trošak registracije dostavnih i teret. vozila i autobusa (sveukupno) i automob. bez poreznog ograničenja"
"4133","Troškovi registracije plovila","Troškovi registracije plovila"
"4134","Troškovi registracije zrakoplova","Troškovi registracije zrakoplova"
"4135","Troškovi dozvola za prometne smjerove","Troškovi dozvola za prometne smjerove"
"4136","Troškovi koncesija, licencija i dr. prava na prijevoz","Troškovi koncesija, licencija i dr. prava na prijevoz"
"4137","Troškovi nadoknada za ceste, takse i sl.","Troškovi nadoknada za ceste, takse i sl."
"4139","Ostali troškovi registracije prometala","Ostali troškovi registracije prometala"
"414","Usluge zakupa - lizinga","Usluge zakupa - lizinga"
"4140","Zakupnine - najamnine nekretnina","Zakupnine - najamnine nekretnina"
"4141","Zakupnine opreme","Zakupnine opreme"
"4142","Usluge operativnog (poslovnog) lizinga opreme","Usluge operativnog (poslovnog) lizinga opreme"
"4143","70% usluga operativnog lizinga automobila, brodova i zrakoplova za osobni prijevoz osoba poduzetnika","70% usluga operativnog lizinga automobila, brodova i zrakoplova za osobni prijevoz osoba poduzetnika"
"4144","Usluge operat. najma osob. automob. (neto + 30% PDV) za slučaj plaće","Usluge operat. najma osob. automob. (neto + 30% PDV) za slučaj plaće"
"4145","70% rent-á-car usluge prijevoza osoba","70% rent-á-car usluge prijevoza osoba"
"4146","30% usluga operativnog lizinga sred. za osobni prijevoz + 30% PDV-a","30% usluga operativnog lizinga sred. za osobni prijevoz + 30% PDV-a"
"4147","30% rent-á-car usluga prijevoza osoba + 30% PDV-a","30% rent-á-car usluga prijevoza osoba + 30% PDV-a"
"4148","Rent-á-car za prijevoz tereta","Rent-á-car za prijevoz tereta"
"4149","Usluge najma informatičke opreme","Usluge najma informatičke opreme"
"415","Usluge promidžbe, sponzorstva i troškovi sajmova","Usluge promidžbe, sponzorstva i troškovi sajmova"
"4150","Troškovi promidžbe putem tiskovina, TV, plakata i sl.","Troškovi promidžbe putem tiskovina, TV, plakata i sl."
"4151","Usluge promidžbenih agencija","Usluge promidžbenih agencija"
"4152","Troškovi promidžbe u inozemstvu","Troškovi promidžbe u inozemstvu"
"4153","Trošak sponzoriranja športa i kulture u cilju promidžbe","Trošak sponzoriranja športa i kulture u cilju promidžbe"
"4154","Usluge unapređenja prodaje","Usluge unapređenja prodaje"
"4155","Usluge istraživanja tržišta","Usluge istraživanja tržišta"
"4156","Usluge sajmova (nadoknada za prostor)","Usluge sajmova (nadoknada za prostor)"
"4157","Usluge oblikovanja i uređenja izložbenog i prodajnog prostora","Usluge oblikovanja i uređenja izložbenog i prodajnog prostora"
"4158","Troškovi promidžbe najmom medija (stranica portala i sl.)","Troškovi promidžbe najmom medija (stranica portala i sl.)"
"4159","Ostali troškovi promidžbe (osim reprezentacije, dnevnica na službenom putu i sl.)","Ostali troškovi promidžbe (osim reprezentacije, dnevnica na službenom putu i sl.)"
"416","Intelektualne i osobne usluge","Intelektualne i osobne usluge"
"4160","Troškovi drugih dohodaka (ugovora o djelu, akvizitera, trgov. putnika, konzultanata)","Troškovi drugih dohodaka (ugovora o djelu, akvizitera, trgov. putnika, konzultanata)"
"4161","Autorski honorari (pisana, govorna, prijevodi i dr.)","Autorski honorari (pisana, govorna, prijevodi i dr.)"
"4162","Usluge specijalističkog obrazovanja, znanstvenoistraživačke usluge, usluge informacija i sl.","Usluge specijalističkog obrazovanja, znanstvenoistraživačke usluge, usluge informacija i sl."
"4163","Konzultantske i savjetničke usluge","Konzultantske i savjetničke usluge"
"4164","Knjigovodstvene usluge","Knjigovodstvene usluge"
"4165","Usluge poreznih savjetnika","Usluge poreznih savjetnika"
"4166","Usluge revizije i procjene vrijednosti poduzeća","Usluge revizije i procjene vrijednosti poduzeća"
"4167","Odvjetničke, bilježničke i usluge izrade pravnih akata","Odvjetničke, bilježničke i usluge izrade pravnih akata"
"4168","Naknade za korištenje prava intelektualnog vlasništva (licencije, ind. prava., robni znak i sl.)","Naknade za korištenje prava intelektualnog vlasništva (licencije, ind. prava., robni znak i sl.)"
"4169","Usluge vještačenja, administracijske usluge, i dr. intelektualne usluge","Usluge vještačenja, administracijske usluge, i dr. intelektualne usluge"
"417","Troškovi komunalnih i sličnih usluga","Troškovi komunalnih i sličnih usluga"
"4170","Komunalna naknada (za financ. izgradnje)","Komunalna naknada (za financ. izgradnje)"
"4171","Odvoz smeća i fekalija","Odvoz smeća i fekalija"
"4172","Voda i odvodnja","Voda i odvodnja"
"4173","Održavanje zelenila","Održavanje zelenila"
"4174","Usluge tržnica","Usluge tržnica"
"4175","Garažiranje i parkiranje vozila","Garažiranje i parkiranje vozila"
"4176","Deratizacija i dezinfekcijske usluge","Deratizacija i dezinfekcijske usluge"
"4177","Dimnjačarske i ekološke usluge","Dimnjačarske i ekološke usluge"
"4178","Veterinarske, sanitarne i usluge zbrinjavanja otpada","Veterinarske, sanitarne i usluge zbrinjavanja otpada"
"4179","Ostale komunalne i ekološke usluge","Ostale komunalne i ekološke usluge"
"418","Usluge reprezentacije - ugošćivanja i posredovanja","Usluge reprezentacije - ugošćivanja i posredovanja"
"4180","70% vanjskih usluga ugošćenja (reprezentacije) + 70% PDV-a","70% vanjskih usluga ugošćenja (reprezentacije) + 70% PDV-a"
"4181","30% vanjskih usluga ugošćenja (reprezentacije)","30% vanjskih usluga ugošćenja (reprezentacije)"
"4184","Usluge posredovanja pri nabavi dobara i usluga","Usluge posredovanja pri nabavi dobara i usluga"
"4185","Usluge posredovanja pri prodaji dobara i usluga","Usluge posredovanja pri prodaji dobara i usluga"
"4186","Usluge agenata i detektiva","Usluge agenata i detektiva"
"4187","Troškovi provizija za usluge","Troškovi provizija za usluge"
"419","Troškovi ostalih vanjskih usluga","Troškovi ostalih vanjskih usluga"
"4190","Usluge kontrole kakvoće i atestiranja dobara","Usluge kontrole kakvoće i atestiranja dobara"
"4191","Usluge studentskog servisa","Usluge studentskog servisa"
"4192","Hotelske usluge (osim reprezentacije)","Hotelske usluge (osim reprezentacije)"
"4193","Vanjskotrgovačke usluge","Vanjskotrgovačke usluge"
"4194","Špediterske usluge pri izvozu i sl.","Špediterske usluge pri izvozu i sl."
"4195","Troškovi oglašavanja u tisku za slobodna radna mjesta, objava fin. izvješća i sl. (osim promidžbe)","Troškovi oglašavanja u tisku za slobodna radna mjesta, objava fin. izvješća i sl. (osim promidžbe)"
"4196","Troškovi korištenja javnih skladišta, luka, pristaništa, hlađenja i sl.","Troškovi korištenja javnih skladišta, luka, pristaništa, hlađenja i sl."
"4197","Trošak autoputa, tunela i mostarina","Trošak autoputa, tunela i mostarina"
"4198","Troškovi fotokopiranja, prijepisa, izrade naljepnica i fotografija i sl.","Troškovi fotokopiranja, prijepisa, izrade naljepnica i fotografija i sl."
"4199","Ostali nespomenuti vanjski troškovi - usluge","Ostali nespomenuti vanjski troškovi - usluge"
"42","TROŠKOVI OSOBLJA - PLAĆE","TROŠKOVI OSOBLJA - PLAĆE"
"420","Neto plaće i nadoknade","Neto plaće i nadoknade"
"4200","Troškovi neto plaća uprave i prodaje","Troškovi neto plaća uprave i prodaje"
"4201","Troškovi neto plaća proizvodnje","Troškovi neto plaća proizvodnje"
"4202","Ostali povremeni primitci - potpore i sl.","Ostali povremeni primitci - potpore i sl."
"421","Troškovi poreza i prireza","Troškovi poreza i prireza"
"4210","Uprava i prodaja","Uprava i prodaja"
"4211","Proizvodnja","Proizvodnja"
"4212","Ostali povremeni primitci - potpore i sl.","Ostali povremeni primitci - potpore i sl."
"422","Troškovi doprinosa iz plaća","Troškovi doprinosa iz plaća"
"4220","Uprava i prodaja","Uprava i prodaja"
"4221","Proizvodnja","Proizvodnja"
"4222","Ostali povremeni primitci i sl.","Ostali povremeni primitci i sl."
"423","Doprinosi na plaće","Doprinosi na plaće"
"4230","Uprava i prodaja","Uprava i prodaja"
"4231","Proizvodnja","Proizvodnja"
"4232","Ostali povremeni primitci - potpore i sl.","Ostali povremeni primitci - potpore i sl."
"4235","Doprinosi za beneficirani radni staž","Doprinosi za beneficirani radni staž"
"424","Bruto plaće (privremeno v. napom. 2)","Bruto plaće (privremeno v. napom. 2)"
"43","AMORTIZACIJA","AMORTIZACIJA"
"430","Amortizacija nematerijalne imovine","Amortizacija nematerijalne imovine"
"4300","Amortizacija izdataka za razvoj","Amortizacija izdataka za razvoj"
"4301","Amortizacija koncesije, patenata i dr. prava","Amortizacija koncesije, patenata i dr. prava"
"4302","Amortizacija softvera i ost. prava","Amortizacija softvera i ost. prava"
"4303","Amortizacija goodwila","Amortizacija goodwila"
"4304","Amortizacija ostale nematerijalne imovine","Amortizacija ostale nematerijalne imovine"
"431","Amortizacija materijalne imovine","Amortizacija materijalne imovine"
"4310","Amortizacija građevina","Amortizacija građevina"
"4311","Amortizacija postrojenja","Amortizacija postrojenja"
"4312","Amortizacija opreme","Amortizacija opreme"
"4313","Amortizacija alata i inventara","Amortizacija alata i inventara"
"4314","Amortizacija transportnih sredstava","Amortizacija transportnih sredstava"
"4315","Amortizacija brodova","Amortizacija brodova"
"4316","Amortizacija poljoprivredne opreme","Amortizacija poljoprivredne opreme"
"4319","Amortizacija ostale mater. imovine","Amortizacija ostale mater. imovine"
"432","Amortizacija osobnih automobila i dr. sredstava za osobni prijevoz","Amortizacija osobnih automobila i dr. sredstava za osobni prijevoz"
"4320","70% amortizacije osob. aut. i dr. sred. prijevoza","70% amortizacije osob. aut. i dr. sred. prijevoza"
"4321","30% amortizacije osob. aut. i dr. sred. prijevoza","30% amortizacije osob. aut. i dr. sred. prijevoza"
"4322","Dio amortizacije osob. aut. i dr. sred. prijevoza u vrijednosti iznad 400.000,00 kn","Dio amortizacije osob. aut. i dr. sred. prijevoza u vrijednosti iznad 400.000,00 kn"
"4323","Amortizacija (otpis) nepriznatog PDV-a","Amortizacija (otpis) nepriznatog PDV-a"
"4324","Amortiz. osob. aut. za sluč. plaće (neto + nepriz. PDV)","Amortiz. osob. aut. za sluč. plaće (neto + nepriz. PDV)"
"433","Amortizacija objekata i opreme uprave i prodaje","Amortizacija objekata i opreme uprave i prodaje"
"4330","Amortizacija građev. objekata","Amortizacija građev. objekata"
"4331","Amortizacija računala, računalne opreme i programa te računalne mreže","Amortizacija računala, računalne opreme i programa te računalne mreže"
"4332","Amortizacija osobnih automobila","Amortizacija osobnih automobila"
"4333","Amortizacija ostale opreme (pokućstvo, telefonija i dr.)","Amortizacija ostale opreme (pokućstvo, telefonija i dr.)"
"434","Povećana amortizacija s temelja revalorizacije","Povećana amortizacija s temelja revalorizacije"
"435","Amortizacija biološke imovine (vinogradi, voćnjaci, osnovno stado i sl.)","Amortizacija biološke imovine (vinogradi, voćnjaci, osnovno stado i sl.)"
"436","Amortizacija iznad porezno dopuštene","Amortizacija iznad porezno dopuštene"
"44","VRIJEDNOSNO USKLAĐENJE DUGOTRAJNE I KRATKOTRAJNE IMOVINE","VRIJEDNOSNO USKLAĐENJE DUGOTRAJNE I KRATKOTRAJNE IMOVINE"
"440","Vrijednosno usklađenje dugotrajne nematerijalne imovine (018)","Vrijednosno usklađenje dugotrajne nematerijalne imovine (018)"
"4400","Vrijednosno usklađenje prava i dr.","Vrijednosno usklađenje prava i dr."
"4401","Vrijednosno usklađenje goodwill","Vrijednosno usklađenje goodwill"
"4402","Vrijednosno usklađenje ostale nemat. imov.","Vrijednosno usklađenje ostale nemat. imov."
"441","Vrijednosno usklađenje dugotrajne materijalne imovine","Vrijednosno usklađenje dugotrajne materijalne imovine"
"4410","Vrijednosno usklađenje nekretnina (028)","Vrijednosno usklađenje nekretnina (028)"
"4411","Vrijednosno usklađenje postrojenja, opreme, alata, pogonskog inventara i transportne imovine (038)","Vrijednosno usklađenje postrojenja, opreme, alata, pogonskog inventara i transportne imovine (038)"
"4412","Vrijednosno usklađenje biološke imovine (048)","Vrijednosno usklađenje biološke imovine (048)"
"4413","Vrijednosno usklađenje ulaganja u nekretnine (058)","Vrijednosno usklađenje ulaganja u nekretnine (058)"
"4414","Vrijednosno usklađenje ostale mater. imovine","Vrijednosno usklađenje ostale mater. imovine"
"442","Vrijednosno usklađenje dugotrajnih potraživanja (veza sa 078)","Vrijednosno usklađenje dugotrajnih potraživanja (veza sa 078)"
"444","Vrijednosno usklađenje depozita u bankama, mjenica, čekova i sl. (109 i dio 119)","Vrijednosno usklađenje depozita u bankama, mjenica, čekova i sl. (109 i dio 119)"
"445","Vrijednosno usklađenje kratkotrajnih potraživanja","Vrijednosno usklađenje kratkotrajnih potraživanja"
"4450","Vrijednosna usklađenja potraživanja od kupaca nenaplaćena dulje od 120 dana od dospijeća (veza s 129)","Vrijednosna usklađenja potraživanja od kupaca koja nisu naplaćena dulje od 120 dana od dospijeća (veza s 129)"
"4451","Vrijed. usklađenja utuženih kratk. pot. do 5000,00kn (prije zastare,ovršni,stečaj i sl.-dio129,139i159)","Vrijednosna usklađenja kratkoročnih potraživanja od kupaca i drugih koja su utužena (prije zastare, koja su u ovršnom postupku, otvoren je stečaj, nagodba i sl. - dio 129, 139 i 159) i svote do 5.000,00 kn"
"4452","Vrijednosna usklađenja zastarjelih potraživanja (dio sa 129, 139 i 159) - porezno nepriznata","Vrijednosna usklađenja zastarjelih potraživanja (dio sa 129, 139 i 159) - porezno nepriznata"
"446","Vrijednosno usklađenje zaliha (veza s 319, 329, 359 i 369)","Vrijednosno usklađenje zaliha (veza s 319, 329, 359 i 369)"
"447","Vrijednosno usklađenje danih predujmova (veza s 379)","Vrijednosno usklađenje danih predujmova (veza s 379)"
"45","REZERVIRANJA (v. skupinu 28)","REZERVIRANJA (v. skupinu 28)"
"450","Troškovi dugoročnog rezerviranja za rizike u jamstvenom (garancijskom) roku (čl. 11., st. 2. ZoPD)","Troškovi dugoročnog rezerviranja za rizike u jamstvenom (garancijskom) roku (čl. 11., st. 2. ZoPD)"
"451","Troškovi dugoročnog rezerviranja za gubitke po započetim sudskim sporovima (čl. 11., st. 2. ZoPD)","Troškovi dugoročnog rezerviranja za gubitke po započetim sudskim sporovima (čl. 11., st. 2. ZoPD)"
"452","Troškovi dugoročnog rezerviranja za obnovu prirodnog bogatstva (čl. 11., st. 2. ZoPD)","Troškovi dugoročnog rezerviranja za obnovu prirodnog bogatstva (čl. 11., st. 2. ZoPD)"
"453","Troškovi dugoročnog rezerviranja za otpremnine (čl. 11., st. 2. ZoPD)","Troškovi dugoročnog rezerviranja za otpremnine (čl. 11., st. 2. ZoPD)"
"454","Troškovi dugoroč. rez. za neiskorišteni godišnji odmor (čl. 11., st. 5. ZoPD i MRS 19) - vidi rač. 298","Troškovi dugoroč. rez. za neiskorišteni godišnji odmor (čl. 11., st. 5. ZoPD i MRS 19) - vidi rač. 298"
"455","Troškovi dugoročnog rezerviranja za restrukturiranje poduzeća (MRS 37, t. 72. i HSFI t. 16.22)","Troškovi dugoročnog rezerviranja za restrukturiranje poduzeća (MRS 37, t. 72. i HSFI t. 16.22)"
"456","Troškovi dugoročnog rezerviranja za mirovine i slične troškove - obveze (MRS 19)","Troškovi dugoročnog rezerviranja za mirovine i slične troškove - obveze (MRS 19)"
"457","Troškovi rezerviranja po štetnim ugovorima (HSFI 16.21.)","Troškovi rezerviranja po štetnim ugovorima (HSFI 16.21.)"
"459","Troškovi ostalih dugoročnih rezerviranja i troškovi rizika","Troškovi ostalih dugoročnih rezerviranja i troškovi rizika"
"46","OSTALI TROŠKOVI POSLOVANJA","OSTALI TROŠKOVI POSLOVANJA"
"460","Dnevnice za službena putovanja i putni troškovi","Dnevnice za službena putovanja i putni troškovi"
"4600","Dnevnice za službena putovanja i troškovi noćenja u Hrvatskoj","Dnevnice za službena putovanja i troškovi noćenja u Hrvatskoj"
"4601","Dnevnice za službena putovanja u inozemstvu","Dnevnice za službena putovanja u inozemstvu"
"4602","Troškovi uporabe vlastitog automobila na službenom putu","Troškovi uporabe vlastitog automobila na službenom putu"
"4603","Nadoknada za uporabu privatnog automobila u poslovne svrhe za lokalnu vožnju","Nadoknada za uporabu privatnog automobila u poslovne svrhe za lokalnu vožnju"
"4604","Doprinos za zdravstveno osiguranje na službena putovanja u inozemstvo","Doprinos za zdravstveno osiguranje na službena putovanja u inozemstvo"
"4605","Troškovi noćenja (po računu hotela i dr.)","Troškovi noćenja (po računu hotela i dr.)"
"4606","Ostali troškovi na službenom putu (trošak autoceste, tunela, parkiranja, trajekta i dr.)","Ostali troškovi na službenom putu (trošak autoceste, tunela, parkiranja, trajekta i dr.)"
"4607","Troškovi službenog puta vanjskih suradnika (bruto s porezima i doprinosima)","Troškovi službenog puta vanjskih suradnika (bruto s porezima i doprinosima)"
"461","Nadoknade troškova, darovi i potpore","Nadoknade troškova, darovi i potpore"
"4610","Troškovi prijevoza na posao i s posla","Troškovi prijevoza na posao i s posla"
"4611","Terenski dodatak - pomorski dodatak","Terenski dodatak - pomorski dodatak"
"4612","Nadoknade za odvojeni život","Nadoknade za odvojeni život"
"4613","Stipendije, nagrade učenicima i studentima","Stipendije, nagrade učenicima i studentima"
"46130","Stipendije i nagrade učenicima i studentima do neoporezivih svota","Stipendije i nagrade učenicima i studentima do neoporezivih svota"
"46131","Stipendije i nagrade učenicima i studentima iznad neoporezivih svota","Stipendije i nagrade učenicima i studentima iznad neoporezivih svota"
"4614","Otpremnine (odlazak u mirovinu, otkaz i teh.viška-čl.119.ZOR-a,ozljeda ili prof.bolesti (čl.80.ZOR-a)","Otpremnine (zbog odlaska radnika u mirovinu i otpremnine zbog danih otkaza i tehnološkog viška - čl. 119. ZOR-a, te otpremnine zbog ozljede ili profesionalne bolesti (čl. 80. ZOR-a)"
"4615","Darovi djeci i slične potpore (ako nisu dohodak)","Darovi djeci i slične potpore (ako nisu dohodak)"
"4616","Prigodne nagrade (božićnice,uskrsnice,u naravi do 400kn, regres, jubilarne i sl., do 2500kn god.)","Prigodne nagrade (božićnice, uskrsnice, dar u naravi (do 400,00 kn god., regres za god. odmor, jubilarne nagrade i sl., do 2.500,00 kn god.)"
"4617","Potpora zbog bolesti, invalidnosti, smrti, elementarnih nepogoda i sl.","Potpora zbog bolesti, invalidnosti, smrti, elementarnih nepogoda i sl."
"4618","Potpore i pomoći iznad neoporezivih svota","Potpore i pomoći iznad neoporezivih svota"
"4619","Ostali troškovi zaposlenika","Ostali troškovi zaposlenika"
"462","Troškovi članova uprave","Troškovi članova uprave"
"4620","Nadoknade članovima nadzornog odbora","Nadoknade članovima nadzornog odbora"
"4621","Nadoknade vanjskim članovima uprave","Nadoknade vanjskim članovima uprave"
"4622","Nadoknade stečajnim upraviteljima","Nadoknade stečajnim upraviteljima"
